State,day_of_week,hour_of_day,total_accidents,high_severity_accidents
NY,3,19,787,399
NY,3,20,607,330
NY,3,21,501,271
NY,3,22,322,181
NY,3,23,290,175
NY,4,0,160,110
NY,4,1,82,55
NY,4,2,92,58
NY,4,3,121,72
NY,4,4,760,213
NY,4,5,961,325
NY,4,6,1915,529
NY,4,7,3111,778
NY,4,8,3089,746
NY,4,9,1578,457
NY,4,10,1539,444
NY,4,11,1635,414
NY,4,12,990,385
NY,4,13,1025,473
NY,4,14,1110,584
NY,4,15,1146,580
NY,4,16,1585,819
NY,4,17,1607,841
NY,4,18,1111,537
NY,4,19,917,477
NY,4,20,745,395
NY,4,21,529,288
NY,4,22,374,223
NY,4,23,296,173
NY,5,0,185,104
NY,5,1,147,96
NY,5,2,200,144
NY,5,3,153,110
NY,5,4,189,123
NY,5,5,178,120
NY,5,6,197,140
NY,5,7,374,259
NY,5,8,470,298
NY,5,9,441,280
NY,5,10,418,270
NY,5,11,515,311
NY,5,12,622,358
NY,5,13,636,390
NY,5,14,751,468
NY,5,15,536,345
NY,5,16,618,390
NY,5,17,532,361
NY,5,18,544,368
NY,5,19,413,286
NY,5,20,398,272
NY,5,21,306,207
NY,5,22,293,206
NY,5,23,214,107
NY,6,0,278,137
NY,6,1,204,124
NY,6,2,201,131
NY,6,3,163,118
NY,6,4,208,141
NY,6,5,215,155
NY,6,6,176,121
NY,6,7,356,223
NY,6,8,379,231
NY,6,9,367,218
NY,6,10,423,271
NY,6,11,498,310
NY,6,12,621,396
NY,6,13,665,416
NY,6,14,757,515
NY,6,15,641,436
NY,6,16,625,430
NY,6,17,554,386
NY,6,18,565,389
NY,6,19,433,297
NY,6,20,406,266
NY,6,21,324,233
NY,6,22,263,182
NY,6,23,160,82
OH,0,0,2,2
OH,0,1,2,2
OH,0,2,2,2
OH,0,3,3,2
OH,0,4,428,115
OH,0,5,493,130
OH,0,6,1096,367
OH,0,7,2141,653
OH,0,8,1981,536
OH,0,9,436,188
OH,0,10,565,179
OH,0,11,557,169
OH,0,12,444,216
OH,0,13,406,217
OH,0,14,446,257
OH,0,15,553,321
OH,0,16,1106,444
OH,0,17,1058,445
OH,0,18,658,307
OH,0,19,405,174
OH,0,20,157,99
OH,0,21,62,38
OH,0,22,42,29
OH,0,23,4,3
OH,1,1,2,2
OH,1,2,1,0
OH,1,3,2,1
OH,1,4,431,116
OH,1,5,511,141
OH,1,6,1238,418
OH,1,7,2556,812
OH,1,8,2331,715
OH,1,9,490,188
OH,1,10,608,200
OH,1,11,531,175
OH,1,12,396,226
OH,1,13,332,155
OH,1,14,425,230
OH,1,15,563,302
OH,1,16,1255,565
OH,1,17,1162,540
OH,1,18,754,362
OH,1,19,409,178
OH,1,20,124,68
OH,1,21,54,34
OH,1,22,48,30
OH,1,23,6,4
OH,2,2,5,3
OH,2,4,428,110
OH,2,5,527,154
OH,2,6,1209,393
OH,2,7,2383,780
OH,2,8,2230,637
OH,2,9,493,201
OH,2,10,576,176
OH,2,11,521,152
OH,2,12,381,190
OH,2,13,396,211
OH,2,14,446,229
OH,2,15,593,312
OH,2,16,1179,517
OH,2,17,1193,577
OH,2,18,816,383
OH,2,19,443,193
OH,2,20,128,82
OH,2,21,63,34
OH,2,22,31,21
OH,2,23,2,1
OH,3,0,2,2
OH,3,2,2,2
OH,3,3,2,1
OH,3,4,426,120
OH,3,5,513,157
OH,3,6,1069,347
OH,3,7,2319,678
OH,3,8,2090,600
OH,3,9,422,165
OH,3,10,541,178
OH,3,11,530,167
OH,3,12,396,212
OH,3,13,355,170
OH,3,14,466,251
OH,3,15,660,400
OH,3,16,1198,549
OH,3,17,1169,588
OH,3,18,799,404
OH,3,19,497,236
OH,3,20,146,93
OH,3,21,59,40
OH,3,22,58,33
OH,3,23,1,0
OH,4,1,2,2
OH,4,3,3,3
OH,4,4,461,128
OH,4,5,488,146
OH,4,6,1118,331
OH,4,7,1830,531
OH,4,8,1738,415
OH,4,9,375,134
OH,4,10,554,201
OH,4,11,551,179
OH,4,12,471,252
OH,4,13,428,222
OH,4,14,550,323
OH,4,15,652,371
OH,4,16,1233,556
OH,4,17,1173,622
OH,4,18,866,417
OH,4,19,443,212
OH,4,20,149,93
OH,4,21,69,38
OH,4,22,64,35
OH,4,23,2,2
OH,5,0,2,1
OH,5,1,1,1
OH,5,3,1,1
OH,5,4,1,1
OH,5,5,3,3
OH,5,6,2,2
OH,5,7,104,90
OH,5,8,107,84
OH,5,9,105,81
OH,5,10,130,105
OH,5,11,158,112
OH,5,12,199,152
OH,5,13,166,128
OH,5,14,179,141
OH,5,15,89,77
OH,5,16,84,64
OH,5,17,89,81
OH,5,18,62,53
OH,5,19,40,32
OH,5,20,42,29
OH,5,21,37,26
OH,5,22,22,17
OH,5,23,2,0
OH,6,2,1,0
OH,6,3,3,3
OH,6,5,2,2
OH,6,6,5,5
OH,6,7,97,83
OH,6,8,74,63
OH,6,9,94,71
OH,6,10,134,97
OH,6,11,111,82
OH,6,12,148,127
OH,6,13,162,126
OH,6,14,159,127
OH,6,15,91,77
OH,6,16,76,66
OH,6,17,106,101
OH,6,18,74,65
OH,6,19,61,46
OH,6,20,36,30
OH,6,21,43,37
OH,6,22,23,17
OK,0,0,1,1
OK,0,3,6,0
OK,0,4,256,25
OK,0,5,204,31
OK,0,6,557,66
OK,0,7,1083,113
OK,0,8,1196,122
OK,0,9,696,42
OK,0,10,751,59
OK,0,11,758,59
OK,0,12,497,32
OK,0,13,525,35
OK,0,14,531,28
OK,0,15,1066,64
OK,0,16,1196,82
OK,0,17,1194,95
OK,0,18,1075,59
OK,0,19,520,28
OK,0,20,296,13
OK,0,21,352,18
OK,0,22,187,15
OK,0,23,3,0
OK,1,0,3,0
OK,1,1,4,0
OK,1,2,1,0
OK,1,3,5,4
OK,1,4,221,25
OK,1,5,219,26
OK,1,6,520,80
OK,1,7,1247,155
OK,1,8,1280,124
OK,1,9,710,54
OK,1,10,771,56
OK,1,11,803,58
OK,1,12,525,38
OK,1,13,528,32
OK,1,14,502,31
OK,1,15,1051,73
OK,1,16,1272,126
OK,1,17,1162,83
OK,1,18,1162,81
OK,1,19,490,27
OK,1,20,317,17
OK,1,21,326,21
OK,1,22,248,12
OK,1,23,17,1
OK,2,0,1,0
OK,2,4,232,33
OK,2,5,263,51
OK,2,6,550,93
OK,2,7,1181,114
OK,2,8,1310,133
OK,2,9,737,53
OK,2,10,740,53
OK,2,11,778,49
OK,2,12,537,25
OK,2,13,526,42
OK,2,14,525,39
OK,2,15,1107,81
OK,2,16,1304,117
OK,2,17,1233,87
OK,2,18,1075,80
OK,2,19,516,32
OK,2,20,349,20
OK,2,21,378,23
OK,2,22,202,17
OK,2,23,8,0
OK,3,3,6,0
OK,3,4,260,36
OK,3,5,223,41
OK,3,6,471,59
OK,3,7,1054,110
OK,3,8,1262,128
OK,3,9,716,62
OK,3,10,743,47
OK,3,11,817,63
OK,3,12,465,20
OK,3,13,508,29
OK,3,14,486,27
OK,3,15,1068,83
OK,3,16,1176,102
OK,3,17,1224,79
OK,3,18,1084,68
OK,3,19,541,37
OK,3,20,292,20
OK,3,21,373,24
OK,3,22,235,12
OK,3,23,4,0
OK,4,3,5,0
OK,4,4,318,31
OK,4,5,207,30
OK,4,6,509,67
OK,4,7,1069,117
OK,4,8,1133,83
OK,4,9,787,47
OK,4,10,808,71
OK,4,11,831,48
OK,4,12,553,44
OK,4,13,579,64
OK,4,14,602,37
OK,4,15,1167,94
OK,4,16,1273,122
OK,4,17,1087,83
OK,4,18,1162,76
OK,4,19,626,50
OK,4,20,305,15
OK,4,21,476,33
OK,4,22,301,21
OK,4,23,16,4
OK,5,6,56,12
OK,5,7,79,17
OK,5,8,75,15
OK,5,9,118,23
OK,5,10,137,21
OK,5,11,130,23
OK,5,12,138,22
OK,5,13,131,24
OK,5,14,153,24
OK,5,15,163,15
OK,5,16,137,18
OK,5,17,107,18
OK,5,18,103,7
OK,5,19,60,5
OK,5,20,83,12
OK,5,21,69,8
OK,6,6,34,8
OK,6,7,49,9
OK,6,8,68,14
OK,6,9,90,12
OK,6,10,84,13
OK,6,11,106,18
OK,6,12,150,18
OK,6,13,103,13
OK,6,14,135,6
OK,6,15,103,14
OK,6,16,103,16
OK,6,17,109,16
OK,6,18,84,10
OK,6,19,78,11
OK,6,20,71,7
OK,6,21,65,6
OR,0,1,4,2
OR,0,2,5,2
OR,0,3,9,2
OR,0,4,207,55
OR,0,5,292,69
OR,0,6,375,67
OR,0,7,633,111
OR,0,8,539,93
OR,0,9,192,44
OR,0,10,190,53
OR,0,11,208,84
OR,0,12,161,57
OR,0,13,150,52
OR,0,14,164,40
OR,0,15,181,70
OR,0,16,203,55
OR,0,17,189,60
OR,0,18,159,44
OR,0,19,138,39
OR,0,20,68,24
OR,0,21,61,16
OR,0,22,14,5
OR,0,23,4,1
OR,1,0,2,2
OR,1,1,7,2
OR,1,2,6,3
OR,1,3,9,6
OR,1,4,217,70
OR,1,5,268,64
OR,1,6,355,79
OR,1,7,696,124
OR,1,8,590,106
OR,1,9,232,72
OR,1,10,196,53
OR,1,11,210,79
OR,1,12,163,64
OR,1,13,166,48
OR,1,14,174,58
OR,1,15,177,64
OR,1,16,186,44
OR,1,17,208,56
OR,1,18,186,55
OR,1,19,126,23
OR,1,20,66,21
OR,1,21,55,17
OR,1,22,10,6
OR,1,23,2,1
OR,2,0,2,1
OR,2,1,2,1
OR,2,2,6,3
OR,2,3,7,1
OR,2,4,192,44
OR,2,5,284,64
OR,2,6,363,84
OR,2,7,605,107
OR,2,8,576,92
OR,2,9,212,56
OR,2,10,197,74
OR,2,11,177,65
OR,2,12,136,51
OR,2,13,159,58
OR,2,14,161,49
OR,2,15,196,80
OR,2,16,178,62
OR,2,17,192,68
OR,2,18,169,54
OR,2,19,122,28
OR,2,20,49,20
OR,2,21,45,16
OR,2,22,17,13
OR,2,23,4,3
OR,3,0,1,0
OR,3,1,3,1
OR,3,2,3,2
OR,3,3,2,1
OR,3,4,215,55
OR,3,5,265,75
OR,3,6,367,76
OR,3,7,677,127
OR,3,8,561,94
OR,3,9,206,48
OR,3,10,176,56
OR,3,11,190,65
OR,3,12,167,57
OR,3,13,163,59
OR,3,14,195,75
OR,3,15,202,70
OR,3,16,204,55
OR,3,17,249,75
OR,3,18,175,67
OR,3,19,143,33
OR,3,20,66,14
OR,3,21,62,24
OR,3,22,9,4
OR,3,23,3,3
OR,4,0,1,1
OR,4,1,8,4
OR,4,2,5,2
OR,4,3,2,1
OR,4,4,234,56
OR,4,5,254,44
OR,4,6,336,78
OR,4,7,556,99
OR,4,8,523,100
OR,4,9,257,80
OR,4,10,201,82
OR,4,11,184,61
OR,4,12,169,66
OR,4,13,184,68
OR,4,14,210,75
OR,4,15,225,98
OR,4,16,227,72
OR,4,17,255,79
OR,4,18,185,66
OR,4,19,138,39
OR,4,20,78,38
OR,4,21,64,19
OR,4,22,28,23
OR,4,23,9,8
OR,5,0,1,1
OR,5,1,3,2
OR,5,2,4,3
OR,5,3,1,1
OR,5,4,66,32
OR,5,5,45,21
OR,5,6,87,33
OR,5,7,82,35
OR,5,8,85,37
OR,5,9,84,32
OR,5,10,106,44
OR,5,11,112,57
OR,5,12,136,69
OR,5,13,146,84
OR,5,14,116,58
OR,5,15,90,42
OR,5,16,92,51
OR,5,17,74,39
OR,5,18,74,37
OR,5,19,47,17
OR,5,20,5,3
OR,5,21,2,0
OR,5,22,6,5
OR,5,23,2,2
OR,6,0,2,1
OR,6,2,4,3
OR,6,3,2,2
OR,6,4,58,28
OR,6,5,70,30
OR,6,6,75,38
OR,6,7,63,25
OR,6,8,73,26
OR,6,9,74,29
OR,6,10,91,40
OR,6,11,104,41
OR,6,12,119,63
OR,6,13,110,67
OR,6,14,102,51
OR,6,15,72,32
OR,6,16,65,37
OR,6,17,73,36
OR,6,18,52,24
OR,6,19,47,34
OR,6,20,4,3
OR,6,21,3,2
OR,6,22,2,2
OR,6,23,5,3
PA,0,0,7,6
PA,0,1,1,1
PA,0,2,6,4
PA,0,3,9,3
PA,0,4,686,169
PA,0,5,829,148
PA,0,6,1806,294
PA,0,7,2993,408
PA,0,8,2994,380
PA,0,9,946,178
PA,0,10,1050,226
PA,0,11,1035,214
PA,0,12,641,178
PA,0,13,655,186
PA,0,14,820,247
PA,0,15,826,285
PA,0,16,1161,326
PA,0,17,1327,317
PA,0,18,819,223
PA,0,19,593,162
PA,0,20,419,117
PA,0,21,293,109
PA,0,22,258,111
PA,0,23,13,8
PA,1,0,3,3
PA,1,1,1,0
PA,1,2,5,3
PA,1,3,3,2
PA,1,4,598,147
PA,1,5,869,162
PA,1,6,1940,292
PA,1,7,3403,454
PA,1,8,3475,405
PA,1,9,979,207
PA,1,10,1182,253
PA,1,11,1142,193
PA,1,12,615,175
PA,1,13,689,192
PA,1,14,807,233
PA,1,15,828,262
PA,1,16,1191,327
PA,1,17,1328,364
PA,1,18,903,262
PA,1,19,679,188
PA,1,20,416,115
PA,1,21,267,114
PA,1,22,273,107
PA,1,23,6,4
PA,2,0,3,3
PA,2,1,7,7
PA,2,2,3,3
PA,2,3,5,5
PA,2,4,688,155
PA,2,5,850,150
PA,2,6,1999,342
PA,2,7,3300,421
PA,2,8,3352,414
PA,2,9,1033,197
PA,2,10,1140,219
PA,2,11,1163,213
PA,2,12,627,172
PA,2,13,671,221
PA,2,14,760,235
PA,2,15,836,276
PA,2,16,1198,334
PA,2,17,1400,416
PA,2,18,827,255
PA,2,19,665,199
PA,2,20,431,131
PA,2,21,272,108
PA,2,22,247,108
PA,2,23,6,3
PA,3,0,1,1
PA,3,1,4,4
PA,3,2,11,2
PA,3,3,22,6
PA,3,4,707,169
PA,3,5,862,127
PA,3,6,2002,329
PA,3,7,3134,394
PA,3,8,3170,346
PA,3,9,914,184
PA,3,10,1106,238
PA,3,11,1044,214
PA,3,12,621,162
PA,3,13,720,206
PA,3,14,842,269
PA,3,15,792,311
PA,3,16,1161,375
PA,3,17,1383,377
PA,3,18,814,257
PA,3,19,613,174
PA,3,20,478,136
PA,3,21,333,128
PA,3,22,218,101
PA,3,23,14,9
PA,4,0,3,3
PA,4,1,2,1
PA,4,2,4,1
PA,4,3,1,1
PA,4,4,725,174
PA,4,5,832,136
PA,4,6,1759,268
PA,4,7,2853,361
PA,4,8,2843,323
PA,4,9,1007,197
PA,4,10,1190,250
PA,4,11,1200,208
PA,4,12,729,197
PA,4,13,842,279
PA,4,14,834,308
PA,4,15,888,361
PA,4,16,1299,437
PA,4,17,1437,407
PA,4,18,949,315
PA,4,19,733,230
PA,4,20,507,166
PA,4,21,298,125
PA,4,22,293,126
PA,4,23,15,10
PA,5,0,2,1
PA,5,1,6,6
PA,5,2,4,4
PA,5,3,4,4
PA,5,4,4,3
PA,5,5,2,2
PA,5,6,9,8
PA,5,7,258,149
PA,5,8,307,164
PA,5,9,315,166
PA,5,10,261,145
PA,5,11,383,191
PA,5,12,415,221
PA,5,13,435,240
PA,5,14,435,221
PA,5,15,352,205
PA,5,16,349,196
PA,5,17,271,136
PA,5,18,305,146
PA,5,19,252,128
PA,5,20,171,86
PA,5,21,170,88
PA,5,22,174,104
PA,5,23,4,4
PA,6,0,4,2
PA,6,1,5,4
PA,6,2,2,2
PA,6,3,5,4
PA,6,4,2,1
PA,6,5,1,1
PA,6,6,5,5
PA,6,7,241,136
PA,6,8,233,133
PA,6,9,229,132
PA,6,10,270,139
PA,6,11,298,151
PA,6,12,374,194
PA,6,13,443,238
PA,6,14,443,258
PA,6,15,300,206
PA,6,16,352,217
PA,6,17,300,185
PA,6,18,282,173
PA,6,19,241,158
PA,6,20,214,130
PA,6,21,183,105
PA,6,22,187,110
PA,6,23,7,5
RI,0,1,1,0
RI,0,2,3,1
RI,0,3,3,2
RI,0,4,26,10
RI,0,5,33,19
RI,0,6,81,45
RI,0,7,182,97
RI,0,8,245,139
RI,0,9,129,57
RI,0,10,85,34
RI,0,11,87,47
RI,0,12,39,24
RI,0,13,54,36
RI,0,14,90,60
RI,0,15,110,78
RI,0,16,214,117
RI,0,17,206,136
RI,0,18,92,49
RI,0,19,47,31
RI,0,20,45,24
RI,0,21,38,29
RI,0,22,28,20
RI,0,23,2,2
RI,1,0,2,2
RI,1,2,1,1
RI,1,4,20,10
RI,1,5,52,23
RI,1,6,94,56
RI,1,7,237,123
RI,1,8,265,141
RI,1,9,134,71
RI,1,10,114,54
RI,1,11,78,37
RI,1,12,51,37
RI,1,13,60,38
RI,1,14,100,70
RI,1,15,131,99
RI,1,16,267,154
RI,1,17,288,176
RI,1,18,137,77
RI,1,19,61,33
RI,1,20,34,20
RI,1,21,28,18
RI,1,22,24,20
RI,2,2,1,1
RI,2,3,1,1
RI,2,4,28,12
RI,2,5,32,17
RI,2,6,93,52
RI,2,7,197,110
RI,2,8,270,124
RI,2,9,137,73
RI,2,10,92,37
RI,2,11,82,41
RI,2,12,44,31
RI,2,13,53,35
RI,2,14,96,65
RI,2,15,174,113
RI,2,16,288,186
RI,2,17,251,152
RI,2,18,123,70
RI,2,19,62,37
RI,2,20,34,24
RI,2,21,31,26
RI,2,22,26,20
RI,2,23,1,1
RI,3,4,21,13
RI,3,5,31,16
RI,3,6,80,44
RI,3,7,186,99
RI,3,8,237,127
RI,3,9,131,69
RI,3,10,100,46
RI,3,11,93,64
RI,3,12,46,32
RI,3,13,68,52
RI,3,14,113,78
RI,3,15,130,96
RI,3,16,230,142
RI,3,17,230,143
RI,3,18,125,73
RI,3,19,47,31
RI,3,20,26,22
RI,3,21,44,29
RI,3,22,23,18
RI,4,3,1,1
RI,4,4,22,12
RI,4,5,36,22
RI,4,6,77,40
RI,4,7,178,89
RI,4,8,200,119
RI,4,9,120,62
RI,4,10,87,36
RI,4,11,96,57
RI,4,12,78,59
RI,4,13,122,97
RI,4,14,134,97
RI,4,15,176,124
RI,4,16,306,196
RI,4,17,254,170
RI,4,18,139,89
RI,4,19,74,53
RI,4,20,44,25
RI,4,21,33,23
RI,4,22,30,23
RI,4,23,1,1
RI,5,2,1,1
RI,5,7,35,27
RI,5,8,24,17
RI,5,9,31,18
RI,5,10,34,20
RI,5,11,50,39
RI,5,12,79,60
RI,5,13,101,74
RI,5,14,85,59
RI,5,15,60,55
RI,5,16,50,31
RI,5,17,53,43
RI,5,18,61,44
RI,5,19,31,22
RI,5,20,23,17
RI,5,21,20,12
RI,5,22,21,15
RI,5,23,1,1
RI,6,7,28,20
RI,6,8,34,27
RI,6,9,34,24
RI,6,10,33,20
RI,6,11,29,20
RI,6,12,52,38
RI,6,13,64,47
RI,6,14,49,39
RI,6,15,39,32
RI,6,16,42,32
RI,6,17,30,20
RI,6,18,24,18
RI,6,19,26,15
RI,6,20,23,17
RI,6,21,20,17
RI,6,22,23,18
RI,6,23,1,1
SC,0,1,1,1
SC,0,2,2,2
SC,0,3,4,3
SC,0,4,1577,195
SC,0,5,1575,191
SC,0,6,2959,456
SC,0,7,4312,648
SC,0,8,3879,638
SC,0,9,1805,292
SC,0,10,2266,346
SC,0,11,2390,400
SC,0,12,1404,255
SC,0,13,1774,353
SC,0,14,1568,324
SC,0,15,2523,420
SC,0,16,3938,589
SC,0,17,4195,716
SC,0,18,3049,435
SC,0,19,2230,260
SC,0,20,703,146
SC,0,21,279,74
SC,0,22,222,66
SC,0,23,50,25
SC,1,0,5,3
SC,1,1,9,1
SC,1,2,7,1
SC,1,3,12,5
SC,1,4,1469,193
SC,1,5,1523,159
SC,1,6,2882,416
SC,1,7,4687,716
SC,1,8,4310,674
SC,1,9,1790,325
SC,1,10,2109,318
SC,1,11,2206,354
SC,1,12,1409,292
SC,1,13,1695,342
SC,1,14,1607,312
SC,1,15,2546,421
SC,1,16,4039,625
SC,1,17,4306,728
SC,1,18,3162,489
SC,1,19,2152,275
SC,1,20,664,138
SC,1,21,275,83
SC,1,22,210,71
SC,1,23,25,21
SC,2,1,13,3
SC,2,2,4,3
SC,2,3,6,4
SC,2,4,1496,238
SC,2,5,1526,173
SC,2,6,2966,438
SC,2,7,4563,679
SC,2,8,4040,637
SC,2,9,1819,369
SC,2,10,2028,321
SC,2,11,2269,345
SC,2,12,1507,274
SC,2,13,1733,323
SC,2,14,1636,364
SC,2,15,2615,427
SC,2,16,3857,611
SC,2,17,4072,692
SC,2,18,3145,484
SC,2,19,2133,275
SC,2,20,739,143
SC,2,21,321,84
SC,2,22,280,68
SC,2,23,28,17
SC,3,0,8,3
SC,3,1,6,3
SC,3,2,5,1
SC,3,3,6,6
SC,3,4,1557,202
SC,3,5,1503,174
SC,3,6,2941,451
SC,3,7,4356,588
SC,3,8,3967,596
SC,3,9,1653,329
SC,3,10,2060,327
SC,3,11,2248,350
SC,3,12,1461,299
SC,3,13,1727,394
SC,3,14,1631,307
SC,3,15,2680,493
SC,3,16,4129,631
SC,3,17,4331,714
SC,3,18,3104,496
SC,3,19,2292,299
SC,3,20,708,146
SC,3,21,332,99
SC,3,22,282,102
SC,3,23,33,14
SC,4,0,1,1
SC,4,1,4,2
SC,4,2,3,2
SC,4,3,2,1
SC,4,4,1713,241
SC,4,5,1555,224
SC,4,6,2692,382
SC,4,7,3953,538
SC,4,8,3847,521
SC,4,9,1840,344
SC,4,10,2395,380
SC,4,11,2592,527
SC,4,12,1711,430
SC,4,13,2082,538
SC,4,14,1965,599
SC,4,15,3034,823
SC,4,16,4511,1008
SC,4,17,4138,873
SC,4,18,3243,601
SC,4,19,2556,422
SC,4,20,790,218
SC,4,21,356,111
SC,4,22,303,96
SC,4,23,42,23
SC,5,0,3,3
SC,5,1,2,0
SC,5,2,5,2
SC,5,3,5,1
SC,5,4,3,2
SC,5,5,5,3
SC,5,6,7,5
SC,5,7,138,87
SC,5,8,140,77
SC,5,9,655,183
SC,5,10,736,203
SC,5,11,852,283
SC,5,12,762,255
SC,5,13,636,261
SC,5,14,789,277
SC,5,15,782,287
SC,5,16,571,218
SC,5,17,156,83
SC,5,18,147,62
SC,5,19,125,65
SC,5,20,109,62
SC,5,21,116,52
SC,5,22,101,45
SC,6,1,1,1
SC,6,2,3,3
SC,6,3,2,1
SC,6,4,2,2
SC,6,5,3,3
SC,6,6,5,4
SC,6,7,127,75
SC,6,8,120,77
SC,6,9,444,127
SC,6,10,553,183
SC,6,11,620,220
SC,6,12,752,299
SC,6,13,630,292
SC,6,14,722,310
SC,6,15,628,302
SC,6,16,601,301
SC,6,17,178,108
SC,6,18,206,88
SC,6,19,164,81
SC,6,20,142,53
SC,6,21,110,61
SC,6,22,148,62
SC,6,23,1,1
SD,0,6,2,0
SD,0,9,1,0
SD,0,12,1,1
SD,1,10,1,0
SD,2,1,1,0
SD,2,6,1,0
SD,3,8,1,0
SD,4,6,1,0
SD,4,10,1,1
SD,6,12,1,0
SD,6,15,1,0
TN,0,0,6,4
TN,0,1,3,3
TN,0,2,3,3
TN,0,3,19,9
TN,0,4,387,97
TN,0,5,679,129
TN,0,6,1376,317
TN,0,7,2395,544
TN,0,8,2161,447
TN,0,9,715,225
TN,0,10,685,185
TN,0,11,712,144
TN,0,12,327,181
TN,0,13,362,201
TN,0,14,341,201
TN,0,15,1106,298
TN,0,16,1115,325
TN,0,17,1066,348
TN,0,18,923,267
TN,0,19,317,125
TN,0,20,218,101
TN,0,21,166,81
TN,0,22,137,67
TN,0,23,18,12
TN,1,0,6,5
TN,1,1,2,1
TN,1,3,6,5
TN,1,4,336,86
TN,1,5,670,109
TN,1,6,1501,315
TN,1,7,2466,501
TN,1,8,2363,523
TN,1,9,791,260
TN,1,10,710,165
TN,1,11,773,143
TN,1,12,299,135
TN,1,13,320,173
TN,1,14,244,125
TN,1,15,1098,275
TN,1,16,1122,328
TN,1,17,1068,379
TN,1,18,968,288
TN,1,19,350,137
TN,1,20,251,113
TN,1,21,191,81
TN,1,22,136,69
TN,1,23,19,14
TN,2,0,7,5
TN,2,1,4,1
TN,2,2,2,1
TN,2,3,15,13
TN,2,4,338,95
TN,2,5,682,155
TN,2,6,1477,331
TN,2,7,2540,534
TN,2,8,2458,547
TN,2,9,723,237
TN,2,10,722,182
TN,2,11,721,160
TN,2,12,338,170
TN,2,13,335,180
TN,2,14,301,171
TN,2,15,1134,292
TN,2,16,1127,334
TN,2,17,1153,413
TN,2,18,1012,291
TN,2,19,333,158
TN,2,20,271,93
TN,2,21,164,85
TN,2,22,139,83
TN,2,23,23,20
TN,3,2,1,1
TN,3,3,21,14
TN,3,4,373,105
TN,3,5,698,160
TN,3,6,1369,325
TN,3,7,2436,507
TN,3,8,2235,510
TN,3,9,691,269
TN,3,10,640,174
TN,3,11,731,138
TN,3,12,353,147
TN,3,13,371,185
TN,3,14,307,184
TN,3,15,1083,297
TN,3,16,1180,381
TN,3,17,1046,357
TN,3,18,1013,332
TN,3,19,336,144
TN,3,20,291,120
TN,3,21,211,102
TN,3,22,144,74
TN,3,23,16,12
TN,4,0,3,3
TN,4,1,1,1
TN,4,3,28,12
TN,4,4,451,133
TN,4,5,651,140
TN,4,6,1353,307
TN,4,7,2173,437
TN,4,8,1880,386
TN,4,9,695,224
TN,4,10,750,192
TN,4,11,782,173
